Kart Başlığı;Boy;Önerilen MODÜL;modul_code;Önerilen BİLEŞEN (sayfa/sekme);DB Kart?;URL
Yönetici Sabah Özeti;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Kurumsal Olgunluk Endeksi;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Bugünün özeti;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Benim Görevlerim;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Favori ve Son Ziyaretlerim;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Hızlı İşlemler;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Takvimim;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Benim Masam;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Dikkat!: Hazirran Verisi;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Karalama Defteri;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Özet Listeler;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Bildirimler;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Stratejik Hedefler;Tam Boy Kart;Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Minir Kartlar;Mini Boy Kart (1/4 Kart Boyutu);Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Bireysel PG;Mini Boy Kart (1/4 Kart Boyutu);Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Devam Eden Faaliyet;Mini Boy Kart (1/4 Kart Boyutu);Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Süreç PG;Mini Boy Kart (1/4 Kart Boyutu);Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Okunmamış Bildirim;Mini Boy Kart (1/4 Kart Boyutu);Masaüstü*;(masaustu);/masaustu;;https://demo.kokpitim.com/masaustu
Ana Strateji;Mini Boy Kart (1/4 Kart Boyutu);Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Akış Olgunluğu;Mini Boy Kart (1/4 Kart Boyutu);Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
K-Vektör Vizyon;Mini Boy Kart (1/4 Kart Boyutu);Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Plan Dönemi;Mini Boy Kart (1/4 Kart Boyutu);Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Etiketsiz Strateji;Mini Boy Kart (1/4 Kart Boyutu);Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Kimlik;Mini Boy Kart (1/4 Kart Boyutu);Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Misyon;Tam Boy Kart;Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Vizyon;Tam Boy Kart;Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Değerler ve Etik Kurallar;Tam Boy Kart;Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Strateji Ağırlık & Skor Görselleştirme;Tam Boy Kart;Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Strateji Listesi (Ana Stratejiler → Alt Stratejiler);Tam Boy Kart;Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Süreç İyileştirme Faaliyetleri;Tam Boy Kart;Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Bireysel Hedefler;Tam Boy Kart;Stratejik Planlama;stratejik_planlama_modulu;/sp;;https://demo.kokpitim.com/sp
Toplam Süreç;Mini Boy Kart (1/4 Kart Boyutu);Süreç Yönetimi;surec_yonetimi_modulu;/process;;https://demo.kokpitim.com/process
Toplam PG;Mini Boy Kart (1/4 Kart Boyutu);Süreç Yönetimi;surec_yonetimi_modulu;/process;;https://demo.kokpitim.com/process
Ortalama Skor;Mini Boy Kart (1/4 Kart Boyutu);Süreç Yönetimi;surec_yonetimi_modulu;/process;;https://demo.kokpitim.com/process
Yüksek Performans;Mini Boy Kart (1/4 Kart Boyutu);Süreç Yönetimi;surec_yonetimi_modulu;/process;;https://demo.kokpitim.com/process
Kritik Süreç;Mini Boy Kart (1/4 Kart Boyutu);Süreç Yönetimi;surec_yonetimi_modulu;/process;;https://demo.kokpitim.com/process
K-Vektör;Mini Boy Kart (1/4 Kart Boyutu);Süreç Yönetimi;surec_yonetimi_modulu;/process;;https://demo.kokpitim.com/process
AI YÖNETİCİ ÖZETİ;Tam Boy Kart;Süreç Yönetimi;surec_yonetimi_modulu;/process/1007001/karne;;https://demo.kokpitim.com/process/1007001/karne
Araştırma ve Geliştirme Süreci — Genel bilgiler;Tam Boy Kart;Süreç Yönetimi;surec_yonetimi_modulu;/process/1007001/karne;;https://demo.kokpitim.com/process/1007001/karne
KPI / performans trend analizi;Tam Boy Kart;Süreç Yönetimi;surec_yonetimi_modulu;/process/1007001/karne;;https://demo.kokpitim.com/process/1007001/karne
TMF-SR1-2026 - Araştırma ve Geliştirme Süreci Süreç Karnesi;Tam Boy Kart;Süreç Yönetimi;surec_yonetimi_modulu;/process/1007001/karne;;https://demo.kokpitim.com/process/1007001/karne
Hedefte;PG Kartı (1/3) boy kart;Süreç Yönetimi;surec_yonetimi_modulu;/process/1007001/karne;;https://demo.kokpitim.com/process/1007001/karne
Risk altında;PG Kartı (1/3) boy kart;Süreç Yönetimi;surec_yonetimi_modulu;/process/1007001/karne;;https://demo.kokpitim.com/process/1007001/karne
Hedef dışı;PG Kartı (1/3) boy kart;Süreç Yönetimi;surec_yonetimi_modulu;/process/1007001/karne;;https://demo.kokpitim.com/process/1007001/karne
AI YÖNETİCİ ÖZETİ;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Kurum vizyonu;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Amaç;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Temel değerler;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Etik kurallar;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Kalite politikası;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Aktif Kullanıcı;Mini Boy Kart (1/4 Kart Boyutu);Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Aktif Süreç;Mini Boy Kart (1/4 Kart Boyutu);Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Strateji;Mini Boy Kart (1/4 Kart Boyutu);Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Süreç özeti;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Kurum geneli (yönetici);Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
PG kapsamı & strateji hizalaması;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Operasyonel hacim;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Risk & uyarı;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Performans (PG skoru);Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Proje özeti;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Proje bitişi & görev dağılımı;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Risk ve yük göstergeleri;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
Stratejiler;Tam Boy Kart;Kurum Paneli;kurum_paneli_modulu;/kurum;;https://demo.kokpitim.com/kurum
AI PERFORMANS ÖZETİ;Tam Boy Kart;Bireysel Performans;bireysel_performans_modulu;/bireysel/karne;;https://demo.kokpitim.com/bireysel/karne
Bireysel Performans Karnem;Tam Boy Kart;Bireysel Performans;bireysel_performans_modulu;/bireysel/karne;;https://demo.kokpitim.com/bireysel/karne
Toplam PG;Mini Boy Kart (1/4 Kart Boyutu);Bireysel Performans;bireysel_performans_modulu;/bireysel/karne;;https://demo.kokpitim.com/bireysel/karne
Veri Girilen;Mini Boy Kart (1/4 Kart Boyutu);Bireysel Performans;bireysel_performans_modulu;/bireysel/karne;;https://demo.kokpitim.com/bireysel/karne
Faaliyetler;Mini Boy Kart (1/4 Kart Boyutu);Bireysel Performans;bireysel_performans_modulu;/bireysel/karne;;https://demo.kokpitim.com/bireysel/karne
Tamamlanan;Mini Boy Kart (1/4 Kart Boyutu);Bireysel Performans;bireysel_performans_modulu;/bireysel/karne;;https://demo.kokpitim.com/bireysel/karne
Yıl özeti & dikkat;Tam Boy Kart;Bireysel Performans;bireysel_performans_modulu;/bireysel/karne;;https://demo.kokpitim.com/bireysel/karne
Bu yıl ne yaptım?;Tam Boy Kart;Bireysel Performans;bireysel_performans_modulu;/bireysel/karne;;https://demo.kokpitim.com/bireysel/karne
Performans Göstergelerim;Tam Boy Kart;Bireysel Performans;bireysel_performans_modulu;/bireysel/karne;;https://demo.kokpitim.com/bireysel/karne
Faaliyetlerim;Tam Boy Kart;Bireysel Performans;bireysel_performans_modulu;/bireysel/karne;;https://demo.kokpitim.com/bireysel/karne
Toplam Proje;Mini Boy Kart (1/4 Kart Boyutu);Proje Yönetimi;proje_yonetimi_modulu;/project;;https://demo.kokpitim.com/project
Açık Görev;Mini Boy Kart (1/4 Kart Boyutu);Proje Yönetimi;proje_yonetimi_modulu;/project;;https://demo.kokpitim.com/project
Gecikmiş Görev;Mini Boy Kart (1/4 Kart Boyutu);Proje Yönetimi;proje_yonetimi_modulu;/project;;https://demo.kokpitim.com/project
Bu Hafta Biten;Mini Boy Kart (1/4 Kart Boyutu);Proje Yönetimi;proje_yonetimi_modulu;/project;;https://demo.kokpitim.com/project
Açık RAID;Mini Boy Kart (1/4 Kart Boyutu);Proje Yönetimi;proje_yonetimi_modulu;/project;;https://demo.kokpitim.com/project
Kritik Sağlık;Mini Boy Kart (1/4 Kart Boyutu);Proje Yönetimi;proje_yonetimi_modulu;/project;;https://demo.kokpitim.com/project
Proje listesi;Tam Boy Kart;Proje Yönetimi;proje_yonetimi_modulu;/project;;https://demo.kokpitim.com/project
Operasyon özeti;Tam Boy Kart;Proje Yönetimi;proje_yonetimi_modulu;/project;;https://demo.kokpitim.com/project
Vizyon Skoru;1. Ara Boy Kart (1/3 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=kurumsal;;https://demo.kokpitim.com/k-rapor?tab=kurumsal
Strateji Bazlı Başarı;2. Ara Boy Kart (2/3 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=kurumsal;;https://demo.kokpitim.com/k-rapor?tab=kurumsal
Hedefte;1. Ara Boy Kart (1/3 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=kurumsal;;https://demo.kokpitim.com/k-rapor?tab=kurumsal
Riskli;1. Ara Boy Kart (1/3 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=kurumsal;;https://demo.kokpitim.com/k-rapor?tab=kurumsal
Kritik;1. Ara Boy Kart (1/3 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=kurumsal;;https://demo.kokpitim.com/k-rapor?tab=kurumsal
En İyi 5 Süreç;Yarım Boy Kart (1/2 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=kurumsal;;https://demo.kokpitim.com/k-rapor?tab=kurumsal
En Düşük 5 Süreç;Yarım Boy Kart (1/2 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=kurumsal;;https://demo.kokpitim.com/k-rapor?tab=kurumsal
Süreç × Dönem Isı Haritası;Tam Boy Kart;K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=surec-pg;;https://demo.kokpitim.com/k-rapor?tab=surec-pg
Toplam PG;Mini Boy Kart (1/4 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=pg-dagilim;;https://demo.kokpitim.com/k-rapor?tab=pg-dagilim
Ort. Başarı;Mini Boy Kart (1/4 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=pg-dagilim;;https://demo.kokpitim.com/k-rapor?tab=pg-dagilim
Hedefte (≥%80);Mini Boy Kart (1/4 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=pg-dagilim;;https://demo.kokpitim.com/k-rapor?tab=pg-dagilim
Kritik (<%50);Mini Boy Kart (1/4 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=pg-dagilim;;https://demo.kokpitim.com/k-rapor?tab=pg-dagilim
Başarı Yüzdesi Dağılımı (Histogram);Yarım Boy Kart (1/2 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=pg-dagilim;;https://demo.kokpitim.com/k-rapor?tab=pg-dagilim
PG Dağılım Grafiği;Yarım Boy Kart (1/2 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=pg-dagilim;;https://demo.kokpitim.com/k-rapor?tab=pg-dagilim
En Düşük Performanslı PG'ler;Tam Boy Kart;K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=pg-dagilim;;https://demo.kokpitim.com/k-rapor?tab=pg-dagilim
Ana Strateji Ağırlıkları;Yarım Boy Kart (1/2 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=k-vektor;;https://demo.kokpitim.com/k-rapor?tab=k-vektor
Ağırlık Tablosu;Yarım Boy Kart (1/2 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=k-vektor;;https://demo.kokpitim.com/k-rapor?tab=k-vektor
Alt Strateji Ağırlıkları;Tam Boy Kart;K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=k-vektor;;https://demo.kokpitim.com/k-rapor?tab=k-vektor
Toplam Strateji;Mini Boy Kart (1/4 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/k-vektor-carpiklik;;https://demo.kokpitim.com/raporlar/k-vektor-carpiklik
Dengeli;Mini Boy Kart (1/4 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/k-vektor-carpiklik;;https://demo.kokpitim.com/raporlar/k-vektor-carpiklik
Dengesiz;Mini Boy Kart (1/4 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/k-vektor-carpiklik;;https://demo.kokpitim.com/raporlar/k-vektor-carpiklik
Plan Yılı;Mini Boy Kart (1/4 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/k-vektor-carpiklik;;https://demo.kokpitim.com/raporlar/k-vektor-carpiklik
Strateji başına Ağırlık vs Skor;Tam Boy Kart;K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/k-vektor-carpiklik;;https://demo.kokpitim.com/raporlar/k-vektor-carpiklik
Çarpıklık Detay Tablosu;Tam Boy Kart;K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/k-vektor-carpiklik;;https://demo.kokpitim.com/raporlar/k-vektor-carpiklik
Strateji → Süreç Katkı Ağacı;Tam Boy Kart;K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=uyum;;https://demo.kokpitim.com/k-rapor?tab=uyum
Tam Kapsamlı;1. Ara Boy Kart (1/3 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=strateji-kapsama;;https://demo.kokpitim.com/k-rapor?tab=strateji-kapsama
Kısmi;1. Ara Boy Kart (1/3 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=strateji-kapsama;;https://demo.kokpitim.com/k-rapor?tab=strateji-kapsama
Boş Strateji;1. Ara Boy Kart (1/3 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=strateji-kapsama;;https://demo.kokpitim.com/k-rapor?tab=strateji-kapsama
Strateji Kapsama Durumu;Yarım Boy Kart (1/2 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=strateji-kapsama;;https://demo.kokpitim.com/k-rapor?tab=strateji-kapsama
Stratejisiz Süreçler;Yarım Boy Kart (1/2 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=strateji-kapsama;;https://demo.kokpitim.com/k-rapor?tab=strateji-kapsama
Strateji Bazlı Kapsama Tablosu;Tam Boy Kart;K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/k-rapor?tab=strateji-kapsama;;https://demo.kokpitim.com/k-rapor?tab=strateji-kapsama
Ana Strateji;Micro Boy Kart (1/6 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/hizalama-sankey;;https://demo.kokpitim.com/raporlar/hizalama-sankey
Alt Strateji;Micro Boy Kart (1/6 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/hizalama-sankey;;https://demo.kokpitim.com/raporlar/hizalama-sankey
Süreç;Micro Boy Kart (1/6 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/hizalama-sankey;;https://demo.kokpitim.com/raporlar/hizalama-sankey
PG;Micro Boy Kart (1/6 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/hizalama-sankey;;https://demo.kokpitim.com/raporlar/hizalama-sankey
Bağlantı;Micro Boy Kart (1/6 Kart Boyutu);K-Rapor? / Perf.Analitiği?;k_rapor_modulu?;/raporlar/hizalama-sankey;;https://demo.kokpitim.com/raporlar/hizalama-sankey
